genres,game,release_date,tags,specs,price,id,developer
0,The Sunset,2662,79,15,1,499960,8914
1,Alteric - Original Soundtrack,2662,7,15,1,500160,801
0,SpellKnights,2648,50,11,0,444620,5604
0,SpellKnights - Season Pass,2654,5,11,2,494074,5604
1,The Agency: Chapter 1,2662,7,15,1,492280,7709
9,Pixeloids,2658,79,15,1,499390,4825
9,Rabbit Island,2662,160,15,1,490300,7825
0,Duckie Dash,2662,129,15,2,491110,1251
0,RoShamBo,2663,50,15,0,393930,1187
14,FSX Steam Edition: Herning Airport Add-On,2663,146,15,2,471896,9480
14,FSX Steam Edition: Endelave Airport Add-On,2663,146,15,2,471895,9480
14,Soviet Monsters: Ekranoplans,2663,146,15,2,372160,10371
9,Quell Zen,2663,79,15,2,490100,3137
0,Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,2663,26,15,1,496980,5760
9,Fantasy Grounds - A05: Winter Flower (PFRPG),2663,160,11,2,501290,8067
9,Fantasy Grounds - A06: Bear Trouble (PFRPG),2663,160,11,2,501820,8067
9,Fantasy Grounds - Primeval Thule: Gamemaster's Companion (5E),2663,160,11,2,501730,8067
9,Fantasy Grounds - Primeval Thule: Secret of the Moon-Door (5E),2663,160,11,1,501230,8067
9,Fantasy Grounds - Deadlands: South 'o The Border Trail Guide,2663,160,11,2,488970,8067
9,Aerofly FS 2 - Switzerland,2663,79,15,2,500620,4235
0,Tales of Destruction,2663,79,15,1,486480,8806
0,Infinium Strike,2663,160,15,2,374050,1846
1,Crime Secrets: Crimson Lily,2663,7,15,2,465170,6389
17,3DMark Time Spy upgrade,2663,174,3,2,496101,3499
0,Push Me Pull You,2663,155,9,2,362380,4137
17,3DMark Time Spy benchmark,3219,174,3,0,496100,3499
0,Push Me Pull You OST,2663,5,9,1,488630,4137
9,Assetto Corsa - Red Pack,2663,146,15,2,493190,4992
0,Strike.is: The Game,2663,62,15,0,502550,3398
1,Memory Oblivion Box - Original Soundtrack,2664,7,15,1,500850,2648
0,WALLSLIDE,2663,50,15,1,493280,7254
0,Homefront®: The Revolution - The Combat Stimulant Pack,2664,5,15,1,378521,2213
0,Homefront®: The Revolution - The Guerrilla Care Package,2664,5,15,1,455350,2213
0,Jockey Rush,2664,129,15,2,500680,8408
0,Turner,2664,5,15,1,499340,964
9,Euro Truck Simulator 2 - Austrian Paint Jobs Pack,2664,146,15,1,461243,7588
0,Bird of Light,2664,79,15,1,447010,7414
9,Euro Truck Simulator 2 - Swiss Paint Jobs Pack,2664,146,15,1,461246,7588
9,Adventure Lamp,2664,79,15,2,425900,7568
12,Heroes Must Die,2664,126,15,0,464050,4052
0,MechRunner,2664,5,15,2,288100,8184
1,Adventure Apes and the Mayan Mystery,1564,79,15,1,461830,7728
9,e-River Cabin Journal,2664,79,15,2,485820,9753
9,RimWorld,2664,50,15,2,294100,5313
0,Rocket League® - Aftershock,2335,129,15,1,457195,6980
0,Rocket League® - Marauder,2335,129,15,1,457198,6980
0,Rocket League® - Esper,2335,129,15,1,457196,6980
0,Rocket League® - Masamune,2335,155,15,1,457197,6980
9,Car Mechanic Simulator 2015 - Maserati,2667,79,15,2,434901,7242
9,Quadrant - Official Soundtrack,2659,79,15,1,500770,3914
2,AppGameKit - Educational Materials Pack,2667,51,3,0,496900,8860
1,Army of Tentacles: San Diego Comic Con 2016 Quest & Item Pack,2667,7,15,1,498730,8338
1,The Agency of Anomalies: Mystic Hospital Collector's Edition,2667,7,15,2,503060,6437
0,The Ember Saga: A New Fire,2705,50,15,2,498700,3368
5,Virtual Battlemap DLC - Interior Pack,2663,44,15,2,497521,2629
0,Sting Shot,2667,5,15,1,473441,7585
0,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2667,5,15,2,410320,7585
0,BM03 Vegalta Gold,2667,5,15,1,464204,7585
14,Trainz Route: Settle and Carlisle,2667,146,15,2,462140,5959
0,Blood Storm,2667,5,15,1,464201,7585
0,Grind Zones,2668,5,15,1,327680,6337
14,TS Marketplace: Collet Coaches Pack 02,2668,146,15,1,295203,5554
12,I am Setsuna,2668,83,15,2,441830,9051
0,Hunter's Legacy Official Soundtrack,2668,5,15,1,480600,5153
4,Rocksmith® 2014 – Jefferson Airplane  - “White Rabbit”,2668,26,15,1,436665,9276
4,Rocksmith® 2014 – Shocking Blue - “Venus”,2668,26,15,1,436667,9276
12,I am Setsuna Official Soundtrack Collection: Winter's End,2668,126,15,2,501040,9051
4,Rocksmith® 2014 – 60s Mix Song Pack,2668,26,15,2,436668,9276
4,Rocksmith® 2014 – The Doors  - “Love Me Two Times”,2668,26,15,1,436666,9276
0,Bombslinger,2668,50,15,2,475960,5802
9,The Political Machine 2016 - Campaign DLC,2668,160,15,1,495380,8309
4,Fairy Maids,2668,26,15,2,503090,8184
9,Empty Horizons,2668,79,15,1,496630,10173
1,Leviathan: The Last Day of the Decade - Art Assets,2667,7,15,0,503990,5283
0,"WarBirds Dawn of Aces, World War I Air Combat",2668,5,15,2,498940,10215
1,Ian's Eyes,2711,79,15,2,452340,7963
9,Clock Simulator,2669,79,15,1,501120,4950
1,House of Snark 6-in-1 Bundle,2666,7,15,2,486810,395
1,Rescue Lucy - House Escape DLC #2,2669,7,15,0,498811,8317
14,Anno 2205™ - Orbit,2669,146,15,2,500370,1235
15,Super Button Soccer,2495,155,15,2,425300,8076
5,Virtual Battlemap,2664,44,16,2,496490,2629
0,BrainBread 2,2669,50,15,0,346330,7330
9,Fantasy Grounds - 5E: Heroes of High Fantasy: Greenskin Diplomacy,2669,160,11,1,502630,8067
9,Fantasy Grounds - Heroes of High Fantasy: Creaking in the Dark (5E),2669,160,11,1,504220,8067
9,Fantasy Grounds - A07: Alchemist's Errand (PFRPG),2669,160,11,2,502930,8067
9,Fantasy Grounds - A08: Search For The Tri-Stone (PFRPG),2669,160,11,2,504870,8067
9,Fantasy Grounds - Daring Tales of Adventure #01 - To End All Wars & Chaos on Crete (Savage Worlds),2669,160,11,2,504170,8067
4,SUPERFIGHT - The SDCC 2016 Micro Deck,2670,26,15,0,462972,6726
0,RoShamBo: Starter Fighter Pack,2669,126,15,1,504350,1187
1,FREE Hospital Theme Pack,2670,7,15,0,438831,8375
1,Blue Solar: Chaos War,2670,7,15,1,501430,8125
0,The Land of Eyas,2670,5,15,2,299800,3968
4,Lord Mayor,2670,160,15,1,499330,4641
1,Kelvin and the Infamous Machine,2670,7,15,2,376520,1277
4,SUPERFIGHT - The Gratis Micro Deck,2670,26,15,0,462970,6726
14,Order of Battle: Winter War,2670,160,15,2,458860,8829
1,Slap Village: Reality Slap,2670,7,15,2,480900,5827
9,Defend Your Crypt: Soundtrack + Extras,2670,160,15,1,470200,7179
0,Red Rope: Don't Fall Behind,2670,79,15,2,381880,9953
4,Fabulous Food Truck,2670,26,15,1,497260,2938
0,Airship Asunder,2670,160,15,2,474730,7680
0,DreamBreak,2670,7,15,2,443570,373
1,Extravaganza Rising,2670,7,15,2,501030,4645
1,Monsterville Handbook,2670,7,15,1,501460,4645
0,DreamBreak - Soviet Bloc Edition Content,2670,5,15,1,504970,373
0,SWORDY,2670,50,15,2,467900,3433
1,Echoes of the Past: Kingdom of Despair Collector's Edition,2670,7,15,2,503080,6437
4,Heroes from the Past: Joan of Arc,2670,26,15,2,503050,3831
8,Intruder Alert: Ixian Operations,2670,62,15,0,458970,3463
12,Phantom Brave PC / ファントム・ブレイブ PC,2673,126,15,2,409870,6175
0,Death Road to Canada,2670,115,15,2,252610,7457
0,Red is Dead - The Complex Fun Random Level Fast Strategy Game,2671,160,15,1,503130,8923
0,Sky to Fly: Soulless Leviathan,2671,129,15,1,457810,208
0,ASRECorp,2671,5,15,1,498580,5332
0,Battle Crust Original Soundtrack,2671,5,15,1,493150,6702
0,Crystal Cosmos,2671,5,15,1,496590,7756
0,Ghost Sweeper,2671,79,15,1,496990,146
14,Train Simulator: Wakayama & Sakurai Lines Route Add-On,2671,146,15,2,376961,9334
1,Journey to the Center of the Earth,375,7,15,1,474240,3435
0,Dragon Rage,2671,79,15,2,498190,1426
0,8DAYS - PEACE IS OUR BUSINESS,2671,79,15,2,409530,7704
0,8DAYS OST,2671,5,15,1,498560,7704
0,Starbound,2671,139,15,2,211820,1755
1,Human: Fall Flat,2671,63,15,2,477160,6181
0,Inverted,2671,79,15,1,496870,9454
0,Lovely Planet Arcade,2671,79,15,2,436000,7027
4,Just Deserts,2673,10,15,2,488660,9486
1,Surface: The Pantheon Collector's Edition,2673,7,15,2,466080,2877
12,Fallout 4 Vault-Tec Workshop,2673,126,15,1,480631,1046
0,Endless Burst,2674,5,15,1,442760,6049
4,Montaro,2673,97,15,1,495890,4502
4,Just Deserts - Original Sound Track,2673,160,15,1,507020,9486
0,Headlander,2673,5,15,2,340000,2600
0,Headlander - Soundtrack,2673,5,15,2,501260,2600
0,Legends of the Universe - StarCore,2673,5,15,1,482330,5348
4,Rocksmith® 2014 – Pixies  - “Debaser”,2674,26,15,1,492940,9276
4,Rocksmith® 2014 – Pixies Song Pack,2674,26,15,2,492944,9276
0,Marvel: Ultimate Alliance 2,2674,5,15,2,433320,10066
4,Rocksmith® 2014 – Pixies  - “Hey”,2674,26,15,1,492941,9276
4,Rocksmith® 2014 – Pixies  - “Wave of Mutilation”,2674,26,15,1,492942,9276
0,Mutant Mudds Super Challenge,2674,5,15,2,473720,7326
4,Rocksmith® 2014 – Pixies  - “Monkey Gone To Heaven”,2674,26,15,1,492943,9276
0,Prequel Trilogy Character Pack,2674,5,15,1,466544,9141
0,The Freemaker Adventures Character Pack,2674,5,15,1,466548,9141
9,Fantasy Grounds - Rolemaster Classic: Fantasy Weapons,2674,160,11,1,505240,8067
0,Francisca,2674,79,15,1,501760,4863
9,Fantasy Grounds - B02: Happiness in Slavery (5E),2674,160,11,2,504520,8067
0,Neon Space 2,2674,5,15,1,505210,4723
9,Fantasy Grounds - Waylaid on Wayland & Gunboat Diplomacy,2674,160,11,2,507180,8067
9,Strange Night,2674,79,15,1,496640,5017
4,The Hidden Dragon,2674,26,15,1,498040,2938
1,Mystery Of Rivenhallows,2674,7,15,1,498050,2938
0,Castle Invasion: Throne Out,2675,5,15,1,504850,1621
0,Ratz Instagib,2675,79,11,2,338170,5192
0,Blood and Ice,2675,5,15,1,455320,4968
9,Galactic Civilizations III - Lost Treasures DLC,2675,160,15,1,495370,8309
5,Virtual Battlemap DLC - Graveyard,2672,44,15,2,506350,2629
0,Trap House OST,2675,5,3,1,504070,4093
0,Antihorror,2677,5,15,1,496650,3909
1,Riders of Icarus Adventurer Package Plus,2675,7,15,2,505410,9669
0,"Soundtrack for Divinia Chronicles or (""Buy us coffee"")",2680,5,15,1,504510,8741
0,M.EXE,2677,50,15,2,496510,6621
4,Quatros Origins,2677,26,15,1,421870,8369
14,God'n Spy Add-on - Power & Revolution DLC,2677,160,3,2,506100,3014
0,The Return Home,2677,5,15,1,502910,212
0,Black Hole Hazard,2708,5,15,1,485160,8541
0,Fly and Destroy,2675,26,15,1,508180,4723
1,ChuSingura46+1 S - Chapter 2 & 3,2677,7,15,2,505150,10473
0,TOKYO WARFARE,2677,5,15,2,486510,6516
9,Cyber Sentinel,2677,79,15,2,485970,10285
1,Detective Hank and the Golden Sneeze,2677,79,15,2,503980,6315
0,Totally Unbalanced,2677,129,15,1,487330,4478
0,Neon Warp,2677,26,15,1,485920,835
9,Spirit Animal Pack,2681,79,15,1,481360,9682
0,Dungeon Escape - Soundtrack,2680,5,15,1,497760,3990
4,Color Syndrome,2640,26,15,1,485740,8972
1,Mansions of Madness,2680,7,15,0,478980,3150
4,Land It!,2680,79,15,2,45420,6037
0,Elves Adventure,2680,7,15,1,504980,6593
0,Intrude,2680,5,15,1,495720,5685
0,Half Dead,2680,102,15,1,434730,7508
9,Intrude - Soundtrack,2680,79,15,0,510310,5722
0,The Orb Chambers II,2680,160,15,2,501830,8304
0,Broken Armor,2680,79,15,1,508840,4667
0,SurvHive,2680,50,12,2,499230,7459
0,New Retro Arcade: Neon - Official Soundtrack,2680,5,15,2,494570,2492
1,Off the Record: The Italian Affair Collector's Edition,2683,7,15,2,503070,2848
0,Snow Horse,2682,5,15,2,270030,4888
4,Voodoo Garden,2683,26,15,1,502770,5367
9,Talisman - The Blood Moon Expansion,2683,160,15,1,267788,6206
12,Might and Magic: Heroes VII – Trial by Fire,2683,160,15,2,445310,5180
1,Orange Adventure,2680,79,15,1,510280,4346
14,Stellaris: Plantoids Species Pack,2683,146,15,2,498870,6559
0,Pixel Cup Soccer 17,2683,50,15,2,492340,947
4,Weather Lord: Legendary Hero Collector's Edition,2683,160,15,2,500220,9972
0,Mibibli's Quest,2683,5,15,2,453990,7571
0,The Cat! Porfirio's Adventure,2683,79,15,1,492270,1630
9,Mibibli's Quest - Official Soundtrack,2683,79,15,1,509050,7571
1,Haven,2683,7,15,1,508540,1782
4,Sky Valley,2683,26,15,1,506590,3018
14,Graviteam Tactics: Dawn of Blau,2683,160,15,2,501670,3814
14,Funfair Ride Simulator 3,2683,146,15,2,497720,10009
13,Extreme Forklifting 2,2684,146,15,1,498570,2453
0,Grand Pigeon's Duty,2684,79,15,1,449530,9811
4,Day D - Ice Age,2684,160,15,1,464680,2022
0,Lethal Brutal Racing,2684,129,15,2,509240,6666
12,Little King's Story,2684,160,15,2,390310,5533
14,Modding Tool Add-on - Power & Revolution DLC,2684,160,3,2,510120,3014
0,Road to Ballhalla,2684,79,15,2,425410,9091
0,Aircraft War X,2684,79,15,1,508670,5944
1,Conclusion,2684,79,15,1,497350,9059
0,BlackSmith HIT,2684,26,15,1,508170,2748
9,A Week of Circus Terror,2684,79,15,1,498450,7382
4,Tabletop Simulator - Three Cheers For Master,2684,160,11,1,468731,1027
0,Evil Robots From N1M,2684,7,15,1,509830,4532
13,Street Legal Racing: Redline v2.3.1,2598,129,15,1,497180,4435
0,Frozen State,2684,161,15,2,270270,3315
1,The Next World: Planetary Exploration,2684,160,15,2,491740,4286
0,Infectonator: Survivors,2687,160,15,2,269310,9049
0,PROJECT XINATRA,2687,5,15,1,508610,2424
1,The Silver Case,2745,177,15,2,476650,3538
1,Bear With Me,2687,105,15,1,492630,3056
1,Existentia,2687,7,15,1,511340,8053
1,Of Love And Sorrow,2687,79,15,1,498300,6123
0,ikenie,2688,5,15,1,511120,381
0,Heart&Slash,2688,79,15,2,326840,205
9,Kingdom: New Lands,2688,160,15,2,496300,6203
0,Blade Ballet,2688,79,11,2,460750,2661
4,SUPERFIGHT - The Anime Deck,2688,160,15,1,476351,6726
4,SUPERFIGHT - The Expansion One Deck,2688,160,15,1,476352,6726
14,IL-2 Sturmovik: Battle of Moscow,2688,146,15,2,502870,30
14,IL-2 Sturmovik: P-40E-1 Collector Plane,2688,146,15,2,502890,30
14,IL-2 Sturmovik: MC.202 Series VIII Collector Plane,2688,146,15,2,502891,30
9,Fantasy Grounds - Darkwoulfe's Token Pack Volume 11,2688,160,11,1,508420,8067
9,Fantasy Grounds - Darkwoulfe's Token Pack Volume 13,2688,160,11,1,510450,8067
0,Doorways: Holy Mountains of Flesh,2689,75,15,2,383930,7673
9,Fantasy Grounds - Darkwoulfe's Token Pack Volume 12,2688,160,11,1,508860,8067
9,Fantasy Grounds - Darkwoulfe's Token Pack Volume 14,2688,160,11,1,511850,8067
0,Rock 'N' Roll Defense,2689,166,15,1,438480,6267
4,Winter Novel,2689,79,15,1,485350,2351
0,Independence War™ Deluxe Edition,196,160,15,2,330590,6579
4,Winter Novel - Soundtrack,2689,26,15,0,487130,7817
4,Winter Novel - Screensaver,2689,79,15,1,512670,2351
9,FORTIFY,2689,79,15,1,505040,7099
4,Hexoscope,2689,26,15,1,495780,8436
1,Ray Gigant,2689,126,15,2,421600,853
4,Hexoscope OST,2689,79,15,1,511300,8436
9,Rally Copters,2689,79,15,2,454390,2435
4,Hexoscope Collector's Edition Content,2689,79,15,1,511301,8436
9,One Night Two Crazies,2684,79,15,1,509290,10138
1,The Secret Monster Society Soundtrack,2689,7,15,1,500250,2371
14,TANE DLC: CN GP9 Phase I & II (2 Pack),2690,146,15,2,512810,5959
1,Reigns,2690,28,15,1,474750,6060
0,Robocraft - Speed Bundle,2690,62,11,2,513430,3413
4,Wanda - A Graphic Novel,2690,126,15,1,497930,4930
0,Pixel Puzzles 2: RADical ROACH,2691,26,15,2,504880,2171
0,Karma Miwa,2691,26,15,1,485660,8174
0,OCCHIO,2690,5,15,1,513140,295
4,Narcissu 10th Anniversary Anthology Project - Zero,2691,79,15,2,504640,10383
14,TANE DLC: GT GP9 2 Pack,2690,146,15,2,511650,5959
5,RPG Maker MV - Frontier Works: Futuristic Heroes and BGM,2690,44,3,2,510200,4753
16,Eternal Destiny - The Salem Witches: Those who Devour Fear,2690,160,15,1,510100,6338
0,BlackShot - Special Character Pack,2690,5,11,2,492581,9461
0,BlackShot - Absolute Black Pack,2690,5,11,2,492580,9461
0,Cubway,2690,5,15,1,511160,698
0,Cubway - Original Ost + 5 bonus tracks,2690,5,15,1,511200,698
9,Momentum,2690,79,15,2,462130,6956
0,UBERMOSH Vol.3,2694,5,15,1,515570,9627
4,Underground Keeper,2694,26,15,2,497040,7323
9,Fantasy Grounds - Savage Worlds Setting: Pirates,2694,160,11,2,486270,8067
9,Fantasy Grounds - Tome of Horrors Complete - PFRPG,2694,160,11,2,469530,8067
1,Typoman,2694,0,15,2,336240,1348
0,Guardians of Orion - Pioneer Edition,2704,5,15,2,511310,9152
4,Interstellar Logistics Inc,2694,26,15,1,502150,3043
4,Lily´s Epic Quest,2694,26,15,2,507270,8438
4,Shop Heroes,2694,62,15,0,506140,1808
9,Shift,2695,79,15,1,485730,1155
1,Grow Up,2695,7,15,2,426790,7292
9,Just Bones - Just Bonus Track,2696,79,15,0,515990,2877
1,Echoes of the Fey: The Fox's Trail,2661,7,15,2,511320,9820
0,Death Stair,2695,26,11,1,444880,3478
1,Gebub's Adventure,2695,7,15,1,509160,4644
0,Super Cube Smash,2695,5,15,2,466280,5142
0,Tom Clancy's Rainbow Six® Siege - Kapkan Assassin's Creed Skin,2695,5,15,2,512340,9284
0,INVERSUS Deluxe,2695,5,15,2,432980,4188
0,Monsters and Monocles,2695,50,15,2,328510,7345
4,Rocksmith® 2014 – The Neighbourhood  - “Sweater Weather”,2695,26,15,1,492956,9276
4,Rocksmith® 2014 – Hail The Sun  - “Burn Nice and Slow (The Formative Years)”,2695,26,15,1,436669,9276
4,Rocksmith® 2014 – 2010s Mix Song Pack,2695,26,15,2,492957,9276
4,Rocksmith® 2014 – Fall Out Boy  - “My Song Know What You Did In The Dark (Light Em Up)”,2695,26,15,1,492955,9276
4,Super Markup Man,2695,79,15,1,502210,7515
0,GalaxIverse,2695,5,15,1,509390,8479
4,StarForce 2193: The Hotep® Controversy,2695,160,15,1,400230,7957
9,Sol Trader Soundtrack,2696,126,15,1,506120,1726
0,Blasting Agent: Ultimate Edition,2696,5,15,1,453810,841
0,AuroraRL - OST,2696,160,15,1,497740,8503
1,Second Death,2694,79,15,1,496940,3008
4,Power of Love - Chapter 2 Solution,2696,160,15,1,516621,9927
1,The Lost,2697,79,15,2,455000,2693
0,Unnamed Fiasco,2696,5,15,2,389010,9348
0,Citadel 1986,2696,79,15,1,510830,1801
9,Final Quest,2696,79,15,1,512640,7095
0,Giga Girl,2554,5,15,1,474620,6465
0,Savage Resurrection,2697,5,11,0,366440,7583
1,Corinne Cross's Dead & Breakfast,2697,79,15,1,473920,10099
13,F1 2016,2697,129,15,2,391040,1841
4,Day D - Time Mayhem,2697,160,15,1,464681,2022
0,Miaou Moon,2695,5,15,2,513580,8350
0,Phantom Breaker: Battle Grounds - Kemomimi Costume DLC,2697,5,15,1,381760,5375
0,Gun Brothers,2697,50,15,1,514410,7514
4,Fantastic Checkers 2,2697,26,15,1,514480,2938
4,Ultimate Word Search 2: Letter Boxed,2697,26,15,1,514490,2938
1,Preston Sterling,2697,7,15,1,516650,567
0,ACE Academy,2701,177,15,2,396650,6771
1,Vision of Aurora Borealis,2701,79,15,1,492080,6994
1,Legend of Miro,2701,7,15,2,469980,9534
0,Deus Ex: Mankind Divided™ DLC - Season Pass,2702,5,15,2,470070,2842
0,Worms W.M.D,2702,160,15,2,327030,8760
0,Deus Ex: Mankind Divided,2702,40,15,2,337000,2842
4,AdVenture Communist,2689,50,15,0,462930,4178
0,Deus Ex: Mankind Divided™ DLC - Assault Pack,2702,5,15,1,413380,2842
0,Deus Ex: Mankind Divided™ DLC - Tactical Pack,2702,5,15,1,413390,2842
1,Veilia,2702,7,15,1,516920,3671
4,Lectrovolt II,2702,26,15,1,518140,3979
4,Cat President ~A More Purrfect Union~,2702,79,15,2,474980,6344
0,Warhammer: End Times - Vermintide Collector's Edition Upgrade,2702,5,15,2,373540,3187
4,Rocksmith® 2014 – Rush - “La Villa Strangiato”,2702,26,15,1,492959,9276
0,Creativerse - Pro,2703,7,15,2,515710,6831
9,Tribe Of Pok,2702,79,15,2,505140,6861
9,Mu Cartographer,2618,79,15,1,513360,9034
8,Forge of Gods: Team of Justice Pack,2703,160,11,2,476392,6537
4,Sally's Law,2703,26,15,1,512230,5999
0,Dungeon Punks,2703,5,15,2,503140,4177
4,Drive Megapolis,2703,146,15,1,514970,10309
13,Automobilista,2532,129,15,2,431600,7298
12,Hyperdimension Neptunia Re;Birth1 Deluxe Pack / DELUXEセット（ディジタル限定版）/ 數位附錄套組（數字限定版）,2703,160,15,2,513730,4259
13,Automobilista - Season Pass for all DLCs,2372,129,15,2,521600,7298
1,A Midsummer Night's Choice,2704,7,15,2,520150,1711
0,IACTURA,2632,5,15,1,512770,5636
12,Crusader Kings II: Full Plate Metal,2704,160,15,1,472070,6559
8,Fishing Planet Anniversary Pack,2704,62,15,2,496431,3274
13,Rossi Ford Focus Rally car 2009,2704,146,15,1,464290,5736
12,Expansion - Crusader Kings II: The Reaper's Due,2704,160,15,2,449980,6559
12,Content Pack - Crusader Kings II: The Reaper's Due,2704,160,15,1,449981,6559
1,Sixtieth Kilometer,2704,177,15,1,448780,8664
9,Everything is Peachy,2704,160,15,1,516040,6614
1,Mitch: Berry Challenge,2704,26,15,1,480410,1290
0,One Day : The Sun Disappeared,2705,5,15,2,492610,8782
5,SMILE GAME BUILDER,2717,65,13,2,483950,8063
0,Panzer Warfare,2704,50,15,1,513880,4927
0,Neon Shadow,2704,5,15,1,296890,8691
9,Fantasy Grounds - D&D Storm King's Thunder,2704,160,11,2,507040,8067
0,Space Ranger ASK,2704,5,15,2,449560,8880
0,miniLAW: Ministry of Law,2704,50,15,2,503180,5068
0,Starr Mazer: DSP,2705,50,15,2,462100,4306
0,STANDBY,2831,5,15,2,494580,6194
4,New Yankee in King Arthur's Court 2,2705,160,15,1,510110,7396
1,Optika,2705,26,15,1,504400,9403
0,Airport Fire Department - The Simulation,1381,146,15,2,502410,9395
9,Steam Squad: Original Soundtrack,2705,160,15,1,522630,1372
1,Optika - Soundtrack,2705,7,15,1,516910,9404
14,Professional Construction - The Simulation,1414,146,15,2,502450,9395
0,Beeftacular,2705,26,15,1,491620,7341
1,Warriors of Vilvatikta,2705,126,15,1,515690,7095
0,Versus: Battle of the Gladiator,2705,5,12,0,467990,6072
14,18 Wheels of Steel: Across America,360,146,15,2,514160,7589
9,Assetto Corsa -Tripl3 Pack,2705,146,15,1,509350,4992
0,Highway to the Moon,2705,5,15,2,488330,9453
0,Tribal Pass,2705,79,15,1,470270,9164
0,Super Destronaut,2705,5,15,1,510250,6664
0,Fright Light,2705,79,15,1,520290,1715
1,SHINRAI - Broken Beyond Despair,2705,79,15,2,499910,3798
9,SHINRAI - Broken Beyond Despair Soundtrack,2705,79,15,2,509120,3798
0,Eyestorm,2705,5,15,1,398260,98
8,Kingdom Wars - Starter Pack,2708,126,15,1,366330,7357
4,Will of the Gods,2708,26,15,1,503960,1896
0,Plant Fire Department - The Simulation,1540,146,15,2,502440,9395
1,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",209,7,15,2,497360,7907
14,Caesar™ IV,559,160,15,2,517810,8994
1,Phantasmagoria 2: A Puzzle of Flesh,112,7,15,2,501970,7906
1,Police Quest™ Collection,6,7,15,2,494740,7906
1,The Beast Within: A Gabriel Knight® Mystery,79,7,15,2,496760,7907
1,Phantasmagoria,81,7,15,2,501990,7906
1,Gabriel Knight: Sins of the Father®,48,7,15,2,495700,7907
1,Quest for Glory 1-5,15,7,15,2,502750,7906
14,Caesar™ 3,192,160,15,2,517790,4318
1,Nightmare Adventures: The Witch's Prison,2708,7,15,2,514750,3713
4,Animated Puzzles,2810,26,15,2,379610,5652
0,sZone - Stalker Starter Kit,2708,92,10,2,514450,2129
9,Four Sided Fantasy,2709,79,15,2,337490,5315
1,Hue,2709,79,15,2,383270,3218
1,Hue Official Soundtrack,2709,7,15,2,517450,3218
1,The Turing Test - Upgrade Pack,2709,7,15,2,508340,1423
1,The Turing Test,2709,122,15,2,499520,1423
0,Talent Not Included,2709,79,15,2,485260,3425
0,The Final Station,2709,115,15,2,435530,6357
0,Totem,2709,5,15,1,501920,3872
9,Blamdown: Udder Fury,2709,79,15,1,460560,3897
0,The Warlock of Firetop Mountain,2709,7,15,2,324740,9012
4,Grave Mania: Pandemic Pandemonium,2709,26,15,2,514770,575
17,VirtualHere For Steam Link Unlimited Device Upgrade,2705,174,3,2,523560,9516
4,FourChords Guitar Karaoke - 2010's Indie Rock,2709,79,15,0,523920,5909
0,Blind Blades,2678,5,11,1,522000,4017
0,Lost Castle,2710,5,15,2,434650,4162
0,Lost Castle: Official Soundtrack,2710,5,15,1,522620,4162
1,Fasaria World: Ancients of Moons MMORPG,2711,7,15,2,515800,9255
4,Pozzo Jello Crusade,2711,26,15,1,511380,3545
4,Ticket to Ride - Pennsylvania,2711,160,15,1,457201,2349
14,Train Simulator: Albula Line: St Moritz - Thusis Route Add-On,2711,146,15,2,376966,8954
13,Table Top Racing: World Tour - Tropical Ice Pack,2710,129,15,1,512940,6834
0,Footbrawl Playground,2709,50,15,2,523080,4847
0,One Piece Burning Blood - Wanted Pack,2711,5,15,2,458445,8226
1,Hidden Object - 12 in 1 bundle,2711,7,15,2,493580,5950
1,Agent Walker: Secret Journey,2711,26,15,2,497580,1361
0,One Piece Burning Blood Gold Pack,2711,5,15,2,501580,8226
0,One Piece Burning Blood,2711,10,15,2,425220,8226
9,"Grid Legion, Storm",2711,50,15,2,504620,9762
1,Gochi-Show! -How To Learn Japanese Cooking Game-,2711,7,15,1,512600,2012
1,Rayon Riddles - Rise of the Goblin King,2779,7,15,2,433480,5279
0,Cliff Hanger,1321,5,15,1,515200,10393
4,Won't You Be My Laser?,2712,79,15,1,508820,1687
9,Fantasy Grounds - New Gods of Mankind - Anointed: Token Pack - Villagers of Naalrinnon,2712,160,11,2,525750,8067
0,Graveyard Smash,2557,79,15,1,504240,3375
0,Adventures Of Fluzz,2713,26,15,1,523670,9086
1,The Odyssey,2714,7,15,1,516560,1995
0,Day of the Trumplings,2707,26,15,1,517060,303
0,Radical Heroes: Crimson City Crisis,2743,5,15,1,515740,5430
0,Tank Tread,2715,160,11,2,517340,4223
0,Aim Hero,2715,50,15,1,518030,6943
1,God‘s One Day World - Original Soundtrack,2715,7,15,1,501890,10497
1,Sisyphus Reborn Soundtrack,2172,7,15,0,520190,5935
0,Microcosmum: survival of cells - Soundtrack,2712,5,15,1,524990,432
4,Rocksmith® 2014 – Staind - “Outside”,2716,26,15,1,492969,9276
4,Mini Z Racers Turbo,2716,129,15,1,508930,1921
4,Rocksmith® 2014 – Staind - “So Far Away”,2716,26,15,1,492970,9276
0,DOGOS,2716,5,15,2,507050,6302
4,Football Mogul 15,2088,146,15,2,514010,8253
14,Police Tactics: Imperio,2717,160,15,2,378800,2128
1,HEX: Herofall Bundle,2717,160,15,2,519040,4056
